Price,Nifty_Close,SP500_Close,Nifty_pct_change,SP500_pct_change,Nifty_up,SP500_up
Ticker,^NSEI,^GSPC,,,,
Date,,,,,,
2007-11-07,5782.35009765625,1475.6199951171875,-0.000717169678346119,0.012049218834373487,0,1
2007-11-08,5698.75,1474.77001953125,-0.014457806297501041,-0.02936979868078282,0,0
2007-11-12,5617.10009765625,1439.1800537109375,-0.014327686307304188,-0.0005760125159255391,0,0
2007-11-13,5695.39990234375,1481.050048828125,0.013939542348581302,-0.02413255310928053,1,0
2007-11-14,5937.89990234375,1470.5799560546875,0.0425782217505406,0.029092951232353004,1,1
2007-11-15,5912.10009765625,1451.1500244140625,-0.004344937623033451,-0.007069371343474851,0,0
2007-11-16,5906.85009765625,1458.739990234375,-0.0008880093221157459,-0.013212427900045731,0,0
2007-11-19,5907.64990234375,1433.27001953125,0.00013540290921176812,0.005230310920731451,1,1
2007-11-20,5780.89990234375,1439.699951171875,-0.02145523213041356,-0.017460253968243356,0,0
2007-11-21,5561.0498046875,1416.77001953125,-0.0380304280250755,0.004486196985218349,0,1
2007-11-23,5608.60009765625,1440.699951171875,0.008550596495048302,-0.015926882279853283,1,0
2007-11-26,5731.7001953125,1407.219970703125,0.02194845335963458,0.01689048420755146,1,1
2007-11-27,5698.14990234375,1428.22998046875,-0.005853462642060103,-0.023238690638891946,0,0
2007-11-28,5617.5498046875,1469.02001953125,-0.014144959160006909,0.014930153212029174,0,1
2007-11-29,5634.60009765625,1469.719970703125,0.003035183231401506,0.028559853539212643,1,1
2007-11-30,5762.75,1481.1400146484375,0.02274338908222684,0.0004764749033838722,1,1
2007-12-03,5865.0,1472.4200439453125,0.017743264934276137,0.0077702175740654855,1,1
2007-12-04,5858.35009765625,1462.7900390625,-0.0011338281916026816,-0.005887337197621245,0,0
2007-12-05,5940.0,1485.010009765625,0.013937354542265412,-0.006540256581273551,1,0
2007-12-06,5954.7001953125,1507.3399658203125,0.0024747803556397496,0.015190129895446658,1,1
2007-12-07,5974.2998046875,1504.6600341796875,0.0032914519173321555,0.015036906086721702,1,1
2007-12-10,5960.60009765625,1515.9599609375,-0.002293106720305693,-0.0017779211733210953,0,0
2007-12-11,6097.25,1477.6500244140625,0.022925527649050315,0.007509953412149439,1,1
2007-12-12,6159.2998046875,1486.5899658203125,0.01017668697978591,-0.025271074111842595,1,0
2007-12-13,6058.10009765625,1488.4100341796875,-0.01643039147960168,0.006050107439882435,0,1
2007-12-14,6047.7001953125,1467.949951171875,-0.0017166937119070802,0.0012243243942324789,0,1
2007-12-17,5777.0,1445.9000244140625,-0.044760849012045356,-0.01374626785493871,0,0
2007-12-18,5742.2998046875,1454.97998046875,-0.006006611617188851,-0.015020898185397868,0,0
2007-12-19,5751.14990234375,1453.0,0.0015412113538595396,0.006279795215002659,1,1
2007-12-20,5766.5,1460.1199951171875,0.0026690484367299927,-0.0013608300425632658,1,0
2007-12-24,5985.10009765625,1496.449951171875,0.03790862701053488,0.004900203108869627,1,1
2007-12-26,6070.75,1497.6600341796875,0.014310521285565425,0.024881486573828937,1,1
2007-12-27,6081.5,1476.27001953125,0.001770786146686909,0.0008086358029313345,1,1
2007-12-28,6079.7001953125,1478.489990234375,-0.00029594749445038815,-0.014282289812289406,0,0
2007-12-31,6138.60009765625,1468.3599853515625,0.009687961651326571,0.0015037700920255137,1,1
2008-01-02,6179.39990234375,1447.1600341796875,0.006646434698210468,-0.006851588410961562,1,0
2008-01-03,6178.5498046875,1447.1600341796875,-0.00013756961350364083,-0.014437843160646446,0,0
2008-01-04,6274.2998046875,1411.6300048828125,0.015497164063864366,0.0,1,0
2008-01-07,6279.10009765625,1416.1800537109375,0.0007650722978145286,-0.024551555085623233,1,0
2008-01-08,6287.85009765625,1390.18994140625,0.0013935117873444813,0.0032232587947169655,1,1
2008-01-09,6272.0,1409.1300048828125,-0.00252074992407314,-0.018352265474000595,0,0
2008-01-10,6156.9501953125,1420.3299560546875,-0.018343399982063135,0.013624083236714934,0,1
2008-01-11,6200.10009765625,1401.02001953125,0.007008324084966766,0.007948131920451518,1,1
2008-01-14,6206.7998046875,1416.25,0.0010805804625286797,-0.013595387776707546,1,0
2008-01-15,6074.25,1380.949951171875,-0.021355579180658557,0.01087063729028337,0,1
2008-01-16,5935.75,1373.199951171875,-0.02280116886858463,-0.024925012411738723,0,0
2008-01-17,5913.2001953125,1333.25,-0.003798981541928148,-0.005612078839948742,0,0
2008-01-18,5705.2998046875,1325.18994140625,-0.035158693052504186,-0.02909259582902124,0,0
2008-01-22,4899.2998046875,1310.5,-0.1412721552928361,-0.006045421784173999,0,0
2008-01-23,5203.39990234375,1338.5999755859375,0.06207011405288898,-0.011085159151345114,1,0
2008-01-24,5033.4501953125,1352.0699462890625,-0.03266128112788336,0.021442179004912187,0,1
2008-01-25,5383.35009765625,1330.6099853515625,0.0695149229189953,0.01006273042641359,1,1
2008-01-28,5274.10009765625,1353.9599609375,-0.02029405444902499,-0.015871931031674613,0,0
2008-01-29,5280.7998046875,1362.300048828125,0.001270303351699198,0.01754832433469833,1,1
2008-01-30,5167.60009765625,1355.81005859375,-0.02143609135320157,0.0061597743886385725,0,1
2008-01-31,5137.4501953125,1378.550048828125,-0.00583441090138237,-0.0047639947161109975,0,0
2008-02-01,5317.25,1395.4200439453125,0.03499786817428463,0.016772253672436177,1,1
2008-02-04,5463.5,1380.8199462890625,0.027504819220461663,0.01223749194418322,1,1
2008-02-05,5483.89990234375,1336.6400146484375,0.0037338523554040215,-0.010462869384454843,1,0
2008-02-06,5322.5498046875,1326.449951171875,-0.029422509624453808,-0.031995432684296055,0,0
2008-02-07,5133.25,1336.9100341796875,-0.03556562392723617,-0.007623640894248274,0,0
2008-02-08,5120.35009765625,1331.2900390625,-0.0025130087846393367,0.007885772846967454,0,1
2008-02-11,4857.0,1339.1300048828125,-0.051432049104766064,-0.004203719751894819,0,0
2008-02-12,4838.25,1348.8599853515625,-0.0038604076590488257,0.005888999083801139,0,1
2008-02-13,4929.4501953125,1367.2099609375,0.01884983109853766,0.007265896838448915,1,1
2008-02-14,5202.0,1348.8599853515625,0.05529010211862406,0.013604062530741423,1,1
2008-02-15,5302.89990234375,1349.989990234375,0.01939636723255478,-0.013421475932895444,1,0
2008-02-19,5280.7998046875,1348.780029296875,-0.004167549465997289,0.0008377480947496796,0,1
2008-02-20,5154.4501953125,1360.030029296875,-0.02392622595972027,-0.0008962740066612573,0,0
2008-02-21,5191.7998046875,1342.530029296875,0.007246089875689643,0.008340870828184466,1,1
2008-02-22,5110.75,1353.1099853515625,-0.015611119021639253,-0.012867362942748706,0,0
2008-02-25,5200.7001953125,1371.800048828125,0.017600194748813802,0.007880610357913875,1,1
2008-02-26,5270.0498046875,1381.2900390625,0.01333466778906156,0.013812671311938196,1,1
2008-02-27,5268.39990234375,1380.02001953125,-0.0003130714898145204,0.006917910698780005,0,1
2008-02-28,5285.10009765625,1367.6800537109375,0.0031698799677433165,-0.0009194445013966934,1,0
2008-02-29,5223.5,1330.6300048828125,-0.011655426863829366,-0.00894187449867867,0,0
2008-03-03,4953.0,1331.3399658203125,-0.05178520149325161,-0.027089704735838493,0,0
2008-03-04,4864.25,1326.75,-0.01791843327276399,0.0005335524788219193,0,1
2008-03-05,4921.39990234375,1333.699951171875,0.011748964864830125,-0.003447628658457935,1,0
2008-03-07,4771.60009765625,1293.3699951171875,-0.03043845402934231,0.005238327621537531,0,1
2008-03-10,4800.39990234375,1273.3699951171875,0.006035670235996049,-0.030239152381501544,1,0
2008-03-11,4865.89990234375,1320.6500244140625,0.013644696552889357,-0.01546347918654778,1,0
2008-03-12,4872.0,1308.77001953125,0.0012536422406288494,0.037129844018763736,1,1
2008-03-13,4623.60009765625,1315.47998046875,-0.050985201630490584,-0.008995573894062803,0,0
2008-03-14,4745.7998046875,1288.1400146484375,0.026429558017613708,0.005126921336342294,1,1
2008-03-17,4503.10009765625,1276.5999755859375,-0.05113989570135924,-0.02078326255529206,0,0
2008-03-18,4533.0,1330.739990234375,0.006639848481118982,-0.00895868378535658,1,0
2008-03-19,4573.9501953125,1298.4200439453125,0.00903379556860795,0.04240953758720556,1,1
2008-03-24,4609.85009765625,1349.8800048828125,0.00784877421283281,-0.02428719849575589,1,0
2008-03-25,4877.5,1352.989990234375,0.05806043508439229,0.039632753035093726,1,1
2008-03-26,4828.85009765625,1341.1300048828125,-0.009974352095079464,0.0023038976355771457,0,1
2008-03-27,4830.25,1325.760009765625,0.00028990387264848927,-0.008765759863092581,1,0
2008-03-28,4942.0,1315.219970703125,0.023135448475751774,-0.011460481132498757,1,0
2008-03-31,4734.5,1322.699951171875,-0.04198704977741807,-0.00795018629681199,0,0
2008-04-01,4739.5498046875,1370.1800537109375,0.001066597251557777,0.0056872467232620405,1,1
2008-04-02,4754.2001953125,1367.530029296875,0.003091093295508829,0.03589635162305438,1,1
2008-04-03,4771.60009765625,1369.31005859375,0.003659901061992654,-0.0019340702025878453,1,0
2008-04-04,4647.0,1370.4000244140625,-0.02611285420114151,0.001301638178863307,0,1
2008-04-07,4761.2001953125,1372.5400390625,0.02457503664998928,0.0007959963585104646,1,1
2008-04-08,4709.64990234375,1365.5400390625,-0.010827163499552594,0.0015615985189088022,0,1
2008-04-09,4747.0498046875,1354.489990234375,0.007941121552397679,-0.005100033369358936,1,0
2008-04-10,4733.0,1360.550048828125,-0.002959691864540037,-0.008092072375784243,0,0
2008-04-11,4777.7998046875,1332.8299560546875,0.009465414047644227,0.004474051958627934,1,1
2008-04-15,4879.64990234375,1334.4300537109375,0.02131736402105533,-0.020374180867005598,1,0
2008-04-16,4887.2998046875,1364.7099609375,0.001567715409270587,0.001200526480501951,1,1
2008-04-17,4958.39990234375,1365.56005859375,0.014547930451914715,0.022691265939609684,1,1
2008-04-21,5037.0,1388.1700439453125,0.01585190771302991,0.0006229145243916712,1,1
2008-04-22,5049.2998046875,1375.93994140625,0.0024418909445105275,0.01655729838411224,1,1
2008-04-23,5022.7998046875,1379.9300537109375,-0.00524825243599103,-0.008810233726340488,0,0
2008-04-24,4999.85009765625,1388.8199462890625,-0.00456910645927644,0.0028999174924810855,0,1
2008-04-25,5111.7001953125,1397.8399658203125,0.02237069021502891,0.006442277675030139,1,1
2008-04-28,5089.64990234375,1396.3699951171875,-0.004313690577739782,0.006494736452591576,0,1
2008-04-29,5195.5,1390.93994140625,0.020797127442401697,-0.0010516015703287973,1,0
2008-04-30,5165.89990234375,1385.5899658203125,-0.005697256790732408,-0.003888692631555557,0,0
2008-05-02,5228.2001953125,1413.9000244140625,0.01205991098288317,-0.0038463023648085404,1,0
2008-05-05,5192.25,1407.489990234375,-0.006876208631936498,0.020431772235727452,0,1
2008-05-06,5144.64990234375,1418.260009765625,-0.009167528076700848,-0.0045335837534509205,0,0
2008-05-07,5135.5,1392.5699462890625,-0.0017785276972066555,0.007651933303949532,0,1
2008-05-08,5081.7001953125,1397.6800537109375,-0.01047605971911203,-0.018113789643415146,0,0
2008-05-09,4982.60009765625,1388.280029296875,-0.019501366441818546,0.0036695517058173976,0,1
2008-05-12,5012.64990234375,1403.5799560546875,0.006030948520559631,-0.0067254479228667785,1,0
2008-05-13,4957.7998046875,1403.0400390625,-0.01094233563580893,0.011020778542468523,0,1
2008-05-14,5011.75,1408.6600341796875,0.010881882576519342,-0.00038467134690722826,1,0
2008-05-15,5115.25,1423.5699462890625,0.020651469047737736,0.0040055842746602455,1,1
2008-05-16,5157.7001953125,1425.3499755859375,0.008298752810224297,0.01058446448937378,1,1
2008-05-20,5104.9501953125,1413.4000244140625,-0.010227426566581155,0.0012503981989189228,0,1
2008-05-21,5117.64990234375,1390.7099609375,0.002487723982676826,-0.008383871594036085,1,0
2008-05-22,5025.4501953125,1394.3499755859375,-0.018016024697004918,-0.016053532676263305,0,0
2008-05-23,4946.5498046875,1375.9300537109375,-0.015700163678588397,0.0026173787135195248,0,1
2008-05-27,4859.7998046875,1385.3499755859375,-0.017537476306777156,-0.013210400686713863,0,0
2008-05-28,4918.35009765625,1390.8399658203125,0.012047881666293225,0.006846221470047986,1,1
2008-05-29,4835.2998046875,1398.260009765625,-0.01688580343402679,0.003962890483361736,0,1
2008-05-30,4870.10009765625,1400.3800048828125,0.007197132416693952,0.005334937252062799,1,1
2008-06-02,4739.60009765625,1385.6700439453125,-0.02679616381248584,0.0015161665944682934,0,1
2008-06-03,4715.89990234375,1377.6500244140625,-0.005000463082153295,-0.010504263761414556,0,0
2008-06-04,4585.60009765625,1377.199951171875,-0.027629891937007045,-0.005787827748960472,0,0
2008-06-05,4676.9501953125,1404.050048828125,0.019921078094651046,-0.0003266963555412783,1,0
2008-06-06,4627.7998046875,1360.6800537109375,-0.010509068639272923,0.019496150601372664,0,1
2008-06-09,4500.9501953125,1361.760009765625,-0.027410349351437824,-0.030889208795217615,0,0
2008-06-10,4449.7998046875,1358.43994140625,-0.011364353837612029,0.0007936884587542714,0,1
2008-06-11,4523.60009765625,1335.489990234375,0.016585081623449183,-0.002438071565889488,1,0
2008-06-12,4539.35009765625,1339.8699951171875,0.0034817401317503993,-0.01689434363076614,1,0
2008-06-13,4517.10009765625,1360.030029296875,-0.004901582720285957,0.0032796987733647587,0,1
2008-06-16,4572.5,1360.1400146484375,0.01226448410397074,0.015046261393385496,1,1
2008-06-17,4653.0,1350.9300537109375,0.017605248769819504,8.086979639654324e-05,1,1
2008-06-18,4582.39990234375,1337.81005859375,-0.015173027650171922,-0.006771332979186417,0,0
2008-06-19,4504.25,1342.8299560546875,-0.017054361035530485,-0.009711824147480841,0,0
2008-06-20,4347.5498046875,1317.9300537109375,-0.03478940896098126,0.003752324501292925,0,1
2008-06-23,4266.39990234375,1318.0,-0.01866566364720068,-0.01854285587797533,0,0
2008-06-24,4191.10009765625,1314.2900390625,-0.017649495221048972,5.307283862721057e-05,0,1
2008-06-25,4252.64990234375,1321.969970703125,0.014685835044102147,-0.002814841378983357,1,0
2008-06-26,4315.85009765625,1283.1500244140625,0.014861368032592637,0.005843407020038827,1,1
2008-06-27,4136.64990234375,1278.3800048828125,-0.04152141322281233,-0.029365225496321257,0,0
2008-06-30,4040.550048828125,1280.0,-0.02323132384521509,-0.0037174293266512004,0,0
2008-07-01,3896.75,1284.9100341796875,-0.035589225994077545,0.0012672250121246176,0,1
2008-07-02,4093.35009765625,1261.52001953125,0.050452325054532565,0.003835964202880904,1,1
2008-07-03,3925.75,1262.9000244140625,-0.04094448157566921,-0.01820362050746238,0,0
2008-07-07,4030.0,1252.31005859375,0.026555435267146432,0.0010939223012293997,1,1
2008-07-08,3988.550048828125,1273.699951171875,-0.010285347685328738,-0.008385434805281422,0,0
2008-07-09,4157.10009765625,1244.68994140625,0.04225847658039217,0.01708034877731812,1,1
2008-07-10,4162.2001953125,1253.3900146484375,0.0012268402339230544,-0.022776172472122824,1,0
2008-07-11,4049.0,1239.489990234375,-0.027197200999602766,0.0069897513852792414,0,1
2008-07-14,4039.699951171875,1228.300048828125,-0.0022968754823722293,-0.011089943474586694,0,0
2008-07-15,3861.10009765625,1214.9100341796875,-0.04421116807544456,-0.00902785943768214,0,0
2008-07-16,3816.699951171875,1245.3599853515625,-0.01149935131475266,-0.010901257116461394,0,0
2008-07-17,3947.199951171875,1260.3199462890625,0.034191841556717506,0.02506354406105049,1,1
2008-07-18,4092.25,1260.6800537109375,0.03674758072112905,0.012012559511679566,1,1
2008-07-21,4159.5,1260.0,0.0164335023520068,0.00028572698776629935,1,1
2008-07-22,4240.10009765625,1277.0,0.019377352483772148,-0.0005394340212933058,1,0
2008-07-23,4476.7998046875,1282.18994140625,0.055824084710190514,0.013492063492063444,1,1
2008-07-24,4433.5498046875,1252.5400390625,-0.009660918934707441,0.004064167115309214,0,1
2008-07-25,4311.85009765625,1257.760009765625,-0.02744972141794355,-0.023124422822433988,0,0
2008-07-28,4332.10009765625,1234.3699951171875,0.00469635992471229,0.00416750805589583,1,1
2008-07-29,4189.85009765625,1263.199951171875,-0.032836268043981764,-0.01859656410350974,0,0
2008-07-30,4313.5498046875,1284.260009765625,0.029523659354888654,0.023356008464828548,1,1
2008-07-31,4332.9501953125,1267.3800048828125,0.004497546453252399,0.01667199129814123,1,1
2008-08-01,4413.5498046875,1260.31005859375,0.018601554539490195,-0.013143759639368535,1,0
2008-08-04,4395.35009765625,1249.010009765625,-0.004123598426808428,-0.005578395005305659,0,0
2008-08-05,4502.85009765625,1284.8800048828125,0.0244576649439876,-0.00896608636190177,1,0
2008-08-06,4517.5498046875,1289.18994140625,0.003264533953484472,0.028718741112345736,1,1
2008-08-07,4523.85009765625,1266.0699462890625,0.0013946261228183765,0.003354349438903892,1,1
2008-08-08,4529.5,1296.3199462890625,0.0012489145797907053,-0.017933738369047658,1,0
2008-08-11,4620.39990234375,1305.3199462890625,0.020068418665139642,0.02389283474318682,1,1
2008-08-12,4552.25,1289.5899658203125,-0.014749784387533271,0.006942730477737413,0,1
2008-08-13,4529.0498046875,1285.8299560546875,-0.005096423815146411,-0.012050670422580567,0,0
2008-08-14,4430.7001953125,1292.9300537109375,-0.0217152854608067,-0.0029156630132689543,0,0
2008-08-18,4393.0498046875,1278.5999755859375,-0.008497616395898855,0.005521801403690407,0,1
2008-08-19,4368.25,1266.68994140625,-0.005645236405250387,-0.011083413278135335,0,0
2008-08-20,4415.75,1274.5400390625,0.010873919761918316,-0.009314902555218274,1,0
2008-08-21,4283.85009765625,1277.719970703125,-0.029870328334654417,0.006197331643397197,0,1
2008-08-22,4327.4501953125,1292.199951171875,0.010177783223578318,0.0024949640993341404,1,1
2008-08-25,4335.35009765625,1266.8399658203125,0.0018255328166012497,0.011332671321386378,1,1
2008-08-26,4337.5,1271.510009765625,0.0004959005144502537,-0.019625434383095275,1,0
2008-08-27,4292.10009765625,1281.6600341796875,-0.010466836275216163,0.0036863724474374138,0,1
2008-08-28,4214.0,1300.6800537109375,-0.0181962433026428,0.007982653959549557,0,1
2008-08-29,4360.0,1282.8299560546875,0.034646416706217265,0.014840144050698667,1,1
2008-09-02,4504.0,1277.5799560546875,0.03302752293577971,-0.013723665251360151,1,0
2008-09-04,4447.75,1236.8299560546875,-0.012488898756660705,-0.004092514347066145,0,0
2008-09-05,4352.2998046875,1242.31005859375,-0.021460332822775596,-0.031896242428411825,0,0
2008-09-08,4482.2998046875,1267.7900390625,0.029869265867206174,0.004430764724152825,1,1
2008-09-09,4468.7001953125,1224.510009765625,-0.0030340695552710795,0.02051016192977806,0,1
2008-09-10,4400.25,1232.0400390625,-0.0153176969411154,-0.03413816796421554,0,0
2008-09-11,4290.2998046875,1249.050048828125,-0.024987261022101026,0.006149422411268146,0,1
2008-09-12,4228.4501953125,1251.699951171875,-0.01441615089636028,0.013806377411702098,0,1
2008-09-15,4072.89990234375,1192.699951171875,-0.03678659692886699,0.002121534158087801,0,1
2008-09-16,4074.89990234375,1213.5999755859375,0.0004910506145385796,-0.04713589702129706,1,0
2008-09-17,4008.25,1156.3900146484375,-0.01635620602739596,0.017523287725070613,0,1
2008-09-18,4038.14990234375,1206.510009765625,0.007459590181188691,-0.04714070706031326,1,0
2008-09-19,4245.25,1255.0799560546875,0.051285886523442015,0.043341774386062015,1,1
2008-09-22,4223.0498046875,1207.0899658203125,-0.005229420013544539,0.0402565630586833,0,1
2008-09-23,4126.89990234375,1188.219970703125,-0.022767882641835158,-0.038236599989398545,0,0
2008-09-24,4161.25,1185.8699951171875,0.008323462761173905,-0.01563263356626765,1,0
2008-09-25,4110.5498046875,1209.1800537109375,-0.012183885926704718,-0.001977727730452905,0,0
2008-09-26,3985.25,1213.27001953125,-0.030482492766445324,0.019656504245599393,0,1
2008-09-29,3850.050048828125,1106.4200439453125,-0.03392508654962045,0.0033824291161275166,0,1
2008-09-30,3921.199951171875,1166.3599853515625,0.01848025387758434,-0.08806776221769597,1,0
2008-10-01,3950.75,1161.06005859375,0.007535970926270563,0.0541746705821724,1,1
2008-10-03,3818.300048828125,1099.22998046875,-0.033525267650920676,-0.004543988840816637,0,0
2008-10-06,3602.35009765625,1056.8900146484375,-0.05655656926127428,-0.05325312645746094,0,0
2008-10-07,3606.60009765625,996.22998046875,0.0011797853858694918,-0.03851784119121027,1,0
2008-10-08,3513.64990234375,984.9400024414062,-0.025772248875860604,-0.05739484084336377,0,0
2008-10-10,3279.949951171875,899.219970703125,-0.06651201959990027,-0.01133270253725105,0,0
2008-10-13,3490.699951171875,1003.3499755859375,0.06425402921916601,-0.08703071407984642,1,0
2008-10-14,3518.64990234375,998.010009765625,0.008006976125946252,0.11580036951513706,1,1
2008-10-15,3338.39990234375,907.8400268554688,-0.05122703451682897,-0.005322136791994336,0,0
2008-10-16,3269.300048828125,946.4299926757812,-0.020698494948766633,-0.0903497780862258,0,0
2008-10-17,3074.35009765625,940.5499877929688,-0.059630486116364456,0.042507451399756535,0,1
2008-10-20,3122.800048828125,985.4000244140625,0.015759412439335208,-0.006212826018106576,1,0
2008-10-21,3234.89990234375,955.0499877929688,0.035897224209949785,0.04768490479313692,1,1
2008-10-22,3065.14990234375,896.780029296875,-0.05247457575951975,-0.030799711659374562,0,0
2008-10-23,2943.14990234375,908.1099853515625,-0.03980229479371089,-0.06101246975642627,0,0
2008-10-24,2584.0,876.77001953125,-0.12202908932968193,0.012634041442215027,0,1
2008-10-27,2524.199951171875,848.9199829101562,-0.023142433757014302,-0.034511200543819176,0,0
2008-10-29,2697.050048828125,930.0900268554688,0.06847718128510505,-0.03176435781413156,1,0
2008-10-31,2885.60009765625,968.75,0.06990973300997894,0.09561565940179184,1,1
2008-11-03,3043.85009765625,966.2999877929688,0.05484127898683333,0.04156583989534468,1,1
2008-11-04,3142.10009765625,1005.75,0.03227819926994835,-0.0025290448588709546,1,0
2008-11-05,2994.949951171875,952.77001953125,-0.046831781900944836,0.04082584363592434,0,1
2008-11-06,2892.64990234375,904.8800048828125,-0.034157515316106224,-0.05267708721725084,0,0
2008-11-07,2973.0,930.989990234375,0.027777332331557547,-0.05026398151360678,1,0
2008-11-10,3148.25,919.2100219726562,0.05894719138916926,0.028854638416884848,1,1
2008-11-11,2938.64990234375,898.9500122070312,-0.06657670059755416,-0.012653163176065019,0,0
2008-11-12,2848.449951171875,852.2999877929688,-0.030694350864978848,-0.02204067545102073,0,0
2008-11-14,2810.35009765625,873.2899780273438,-0.013375644357012662,-0.05189390264262972,0,0
2008-11-17,2799.550048828125,850.75,-0.003842954953239386,0.024627467482110976,0,1
2008-11-18,2683.14990234375,859.1199951171875,-0.04157816236687728,-0.025810416464710606,0,0
2008-11-19,2635.0,806.5800170898438,-0.017945289714037527,0.00983837216243022,0,1
2008-11-20,2553.14990234375,752.4400024414062,-0.03106265565702082,-0.06115557585198217,0,0
2008-11-21,2693.449951171875,800.030029296875,0.05495174752541243,-0.06712293077105447,1,0
2008-11-24,2708.25,851.8099975585938,0.005494829715207983,0.06324760339835156,1,1
2008-11-25,2654.0,857.3900146484375,-0.02003138558109485,0.06472253086203117,0,1
2008-11-26,2752.25,887.6799926757812,0.03701959306706848,0.006550776705881445,1,1
2008-11-28,2755.10009765625,896.239990234375,0.0010355518780089668,0.03532812081997916,1,1
2008-12-01,2682.89990234375,816.2100219726562,-0.0262060153001048,0.009643111965147444,0,1
2008-12-02,2657.800048828125,848.8099975585938,-0.009355493842203355,-0.0892952436107991,0,0
2008-12-03,2656.449951171875,870.739990234375,-0.0005079756307647676,0.03994067054843109,0,1
2008-12-04,2788.0,845.219970703125,0.049520996535279194,0.025836162084397873,1,1
2008-12-05,2714.39990234375,876.0700073242188,-0.02639888725116568,-0.02930842710506598,0,0
2008-12-08,2784.0,909.7000122070312,0.025641062540620485,0.03649941753675101,1,1
2008-12-10,2928.25,899.239990234375,0.05181393678160928,0.0383873487297306,1,1
2008-12-11,2920.14990234375,873.5900268554688,-0.002766190610859698,-0.011498320141031027,0,0
2008-12-12,2921.35009765625,879.72998046875,0.0004110046924428179,-0.0285240465920793,1,0
2008-12-15,2981.199951171875,868.5700073242188,0.020487052737582445,0.007028415417449585,1,1
2008-12-16,3041.75,913.1799926757812,0.02031062988724508,-0.012685680143110334,1,0
2008-12-17,2954.35009765625,904.4199829101562,-0.028733427251993127,0.05136026454446818,0,1
2008-12-18,3060.75,885.280029296875,0.03601465595704423,-0.009592862125632595,1,0
2008-12-19,3077.5,887.8800048828125,0.005472514906477155,-0.021162683238924562,1,0
2008-12-22,3039.300048828125,871.6300048828125,-0.0124126567577173,0.002936896236101161,0,1
