Date,Nifty_Adj Close,Nifty_Close,Nifty_High,Nifty_Low,Nifty_Open,Nifty_Volume,"('SP500_up', '')"
2007-11-13,5695.39990234375,5695.39990234375,5758.85009765625,5591.60009765625,5612.35009765625,0,0.0
2007-11-14,5937.89990234375,5937.89990234375,5950.2001953125,5700.0498046875,5703.9501953125,0,1.0
2007-11-15,5912.10009765625,5912.10009765625,5966.9501953125,5895.64990234375,5942.7001953125,0,0.0
2007-11-16,5906.85009765625,5906.85009765625,5948.0498046875,5817.39990234375,5913.14990234375,0,0.0
2007-11-19,5907.64990234375,5907.64990234375,5981.7998046875,5893.7998046875,5908.0498046875,0,1.0
2007-11-20,5780.89990234375,5780.89990234375,5923.7001953125,5755.7998046875,5911.25,0,0.0
2007-11-21,5561.0498046875,5561.0498046875,5790.0498046875,5530.85009765625,5778.7998046875,0,1.0
2007-11-23,5608.60009765625,5608.60009765625,5638.60009765625,5514.75,5524.2998046875,0,0.0
2007-11-26,5731.7001953125,5731.7001953125,5772.5498046875,5608.9501953125,5611.2998046875,0,1.0
2007-11-27,5698.14990234375,5698.14990234375,5743.5498046875,5655.60009765625,5729.25,0,0.0
2007-11-28,5617.5498046875,5617.5498046875,5749.9501953125,5595.5,5699.5498046875,0,1.0
2007-11-29,5634.60009765625,5634.60009765625,5725.0,5612.10009765625,5617.7998046875,0,1.0
2007-11-30,5762.75,5762.75,5782.5498046875,5632.64990234375,5633.89990234375,0,1.0
2007-12-03,5865.0,5865.0,5878.7998046875,5754.60009765625,5765.4501953125,0,1.0
2007-12-04,5858.35009765625,5858.35009765625,5897.25,5840.2998046875,5870.2001953125,0,0.0
2007-12-05,5940.0,5940.0,5949.2998046875,5859.9501953125,5861.89990234375,0,0.0
2007-12-06,5954.7001953125,5954.7001953125,6027.0498046875,5919.7998046875,5941.0498046875,0,1.0
2007-12-07,5974.2998046875,5974.2998046875,6042.10009765625,5894.7998046875,5963.60009765625,0,1.0
2007-12-10,5960.60009765625,5960.60009765625,6015.2998046875,5923.35009765625,5974.0,0,0.0
2007-12-11,6097.25,6097.25,6111.2001953125,5960.39990234375,5960.39990234375,0,1.0
2007-12-12,6159.2998046875,6159.2998046875,6175.64990234375,6005.4501953125,6067.0498046875,0,0.0
2007-12-13,6058.10009765625,6058.10009765625,6185.39990234375,6040.39990234375,6159.25,0,1.0
2007-12-14,6047.7001953125,6047.7001953125,6078.5498046875,6015.0498046875,6056.2001953125,0,1.0
2007-12-17,5777.0,5777.0,6039.9501953125,5740.60009765625,6037.9501953125,0,0.0
2007-12-18,5742.2998046875,5742.2998046875,5874.60009765625,5710.60009765625,5777.60009765625,0,0.0
2007-12-19,5751.14990234375,5751.14990234375,5840.7998046875,5676.7001953125,5730.25,0,1.0
2007-12-20,5766.5,5766.5,5799.5,5742.75,5751.75,0,0.0
2007-12-24,5985.10009765625,5985.10009765625,6001.0498046875,5771.2998046875,5771.2998046875,0,1.0
2007-12-26,6070.75,6070.75,6085.25,5988.4501953125,5988.4501953125,0,1.0
2007-12-27,6081.5,6081.5,6110.85009765625,6060.2001953125,6069.0,0,1.0
2007-12-28,6079.7001953125,6079.7001953125,6098.60009765625,6021.89990234375,6079.5498046875,0,0.0
2007-12-31,6138.60009765625,6138.60009765625,6167.75,6095.0,6095.0,0,1.0
2008-01-02,6179.39990234375,6179.39990234375,6197.0,6060.85009765625,6144.7001953125,0,0.0
2008-01-03,6178.5498046875,6178.5498046875,6230.14990234375,6126.39990234375,6184.25,0,0.0
2008-01-04,6274.2998046875,6274.2998046875,6300.0498046875,6179.10009765625,6179.10009765625,0,0.0
2008-01-07,6279.10009765625,6279.10009765625,6289.7998046875,6193.35009765625,6271.0,0,0.0
2008-01-08,6287.85009765625,6287.85009765625,6357.10009765625,6221.60009765625,6282.4501953125,0,1.0
2008-01-09,6272.0,6272.0,6338.2998046875,6231.25,6287.5498046875,0,0.0
2008-01-10,6156.9501953125,6156.9501953125,6347.0,6142.89990234375,6278.10009765625,0,1.0
2008-01-11,6200.10009765625,6200.10009765625,6224.2001953125,6112.5498046875,6166.64990234375,0,1.0
2008-01-14,6206.7998046875,6206.7998046875,6244.14990234375,6172.0,6208.7998046875,0,0.0
2008-01-15,6074.25,6074.25,6260.4501953125,6053.2998046875,6226.35009765625,0,1.0
2008-01-16,5935.75,5935.75,6065.0,5825.75,6065.0,0,0.0
2008-01-17,5913.2001953125,5913.2001953125,6013.14990234375,5880.2998046875,5937.9501953125,0,0.0
2008-01-18,5705.2998046875,5705.2998046875,5908.75,5677.0,5907.75,0,0.0
2008-01-22,4899.2998046875,4899.2998046875,5203.35009765625,4448.5,5203.35009765625,0,0.0
2008-01-23,5203.39990234375,5203.39990234375,5328.0498046875,4891.60009765625,4903.0498046875,0,0.0
2008-01-24,5033.4501953125,5033.4501953125,5357.2001953125,4995.7998046875,5208.0,0,1.0
2008-01-25,5383.35009765625,5383.35009765625,5399.25,5035.0498046875,5035.0498046875,0,1.0
2008-01-28,5274.10009765625,5274.10009765625,5380.9501953125,5071.0,5380.9501953125,0,0.0
2008-01-29,5280.7998046875,5280.7998046875,5391.60009765625,5225.25,5279.5498046875,0,1.0
2008-01-30,5167.60009765625,5167.60009765625,5314.2998046875,5142.25,5283.75,0,1.0
2008-01-31,5137.4501953125,5137.4501953125,5251.64990234375,5071.14990234375,5172.25,0,0.0
2008-02-01,5317.25,5317.25,5339.9501953125,5090.75,5140.60009765625,0,1.0
2008-02-04,5463.5,5463.5,5545.2001953125,5315.5498046875,5315.5498046875,0,1.0
2008-02-05,5483.89990234375,5483.89990234375,5500.60009765625,5412.9501953125,5463.75,0,0.0
2008-02-06,5322.5498046875,5322.5498046875,5470.39990234375,5257.0498046875,5470.39990234375,0,0.0
2008-02-07,5133.25,5133.25,5344.60009765625,5113.85009765625,5322.5498046875,0,0.0
2008-02-08,5120.35009765625,5120.35009765625,5173.85009765625,5034.25,5132.10009765625,0,1.0
2008-02-11,4857.0,4857.0,5126.39990234375,4803.60009765625,5120.5498046875,0,0.0
2008-02-12,4838.25,4838.25,4949.60009765625,4820.4501953125,4877.85009765625,0,1.0
2008-02-13,4929.4501953125,4929.4501953125,4986.5498046875,4836.5498046875,4836.5498046875,0,1.0
2008-02-14,5202.0,5202.0,5220.25,4944.64990234375,4944.64990234375,0,1.0
2008-02-15,5302.89990234375,5302.89990234375,5315.39990234375,5104.75,5202.85009765625,0,0.0
2008-02-19,5280.7998046875,5280.7998046875,5368.4501953125,5262.0,5278.39990234375,0,1.0
2008-02-20,5154.4501953125,5154.4501953125,5267.14990234375,5116.2998046875,5267.14990234375,0,0.0
2008-02-21,5191.7998046875,5191.7998046875,5241.35009765625,5120.0498046875,5156.89990234375,0,1.0
2008-02-22,5110.75,5110.75,5184.0,5092.7998046875,5183.39990234375,0,0.0
2008-02-25,5200.7001953125,5200.7001953125,5212.35009765625,5055.14990234375,5112.25,0,1.0
2008-02-26,5270.0498046875,5270.0498046875,5281.2001953125,5200.7998046875,5200.7998046875,0,1.0
2008-02-27,5268.39990234375,5268.39990234375,5368.14990234375,5249.75,5271.39990234375,0,1.0
2008-02-28,5285.10009765625,5285.10009765625,5302.85009765625,5227.14990234375,5266.35009765625,0,0.0
2008-02-29,5223.5,5223.5,5290.7998046875,5098.35009765625,5285.0,0,0.0
2008-03-03,4953.0,4953.0,5222.7998046875,4936.0498046875,5222.7998046875,0,0.0
2008-03-04,4864.25,4864.25,4976.7001953125,4812.9501953125,4958.5498046875,0,1.0
2008-03-05,4921.39990234375,4921.39990234375,4936.75,4847.25,4866.85009765625,0,0.0
2008-03-07,4771.60009765625,4771.60009765625,4918.2998046875,4672.25,4918.2998046875,0,0.0
2008-03-10,4800.39990234375,4800.39990234375,4814.9501953125,4620.5,4767.7998046875,0,0.0
2008-03-11,4865.89990234375,4865.89990234375,4888.5,4732.85009765625,4796.2998046875,0,0.0
2008-03-12,4872.0,4872.0,5019.2001953125,4854.75,4869.75,0,1.0
2008-03-13,4623.60009765625,4623.60009765625,4868.7998046875,4580.14990234375,4868.7001953125,0,0.0
2008-03-14,4745.7998046875,4745.7998046875,4758.9501953125,4607.5498046875,4623.7998046875,0,1.0
2008-03-17,4503.10009765625,4503.10009765625,4745.4501953125,4482.10009765625,4745.4501953125,0,0.0
2008-03-18,4533.0,4533.0,4617.9501953125,4468.5498046875,4519.89990234375,0,0.0
2008-03-19,4573.9501953125,4573.9501953125,4718.39990234375,4533.89990234375,4534.75,0,1.0
2008-03-24,4609.85009765625,4609.85009765625,4649.4501953125,4539.7998046875,4576.7998046875,0,1.0
2008-03-25,4877.5,4877.5,4896.7998046875,4616.7998046875,4616.7998046875,0,1.0
2008-03-26,4828.85009765625,4828.85009765625,4912.2998046875,4808.64990234375,4878.7001953125,0,1.0
2008-03-27,4830.25,4830.25,4863.75,4769.60009765625,4828.7998046875,0,0.0
2008-03-28,4942.0,4942.0,4970.7998046875,4796.35009765625,4830.0,0,0.0
2008-03-31,4734.5,4734.5,4947.0,4703.85009765625,4942.14990234375,0,0.0
2008-04-01,4739.5498046875,4739.5498046875,4800.75,4628.75,4735.64990234375,0,1.0
2008-04-02,4754.2001953125,4754.2001953125,4916.75,4741.39990234375,4741.39990234375,0,1.0
2008-04-03,4771.60009765625,4771.60009765625,4833.25,4738.2001953125,4753.89990234375,0,0.0
2008-04-04,4647.0,4647.0,4791.7001953125,4632.7001953125,4766.7001953125,0,1.0
2008-04-07,4761.2001953125,4761.2001953125,4798.5498046875,4628.7998046875,4631.35009765625,0,1.0
2008-04-08,4709.64990234375,4709.64990234375,4769.5498046875,4677.7998046875,4760.64990234375,0,1.0
2008-04-09,4747.0498046875,4747.0498046875,4758.25,4667.5,4707.0498046875,0,0.0
2008-04-10,4733.0,4733.0,4799.5,4720.89990234375,4747.5498046875,0,0.0
2008-04-11,4777.7998046875,4777.7998046875,4817.39990234375,4727.25,4734.35009765625,0,1.0
2008-04-15,4879.64990234375,4879.64990234375,4917.10009765625,4708.2998046875,4779.9501953125,0,0.0
2008-04-16,4887.2998046875,4887.2998046875,4951.39990234375,4874.0498046875,4881.64990234375,0,1.0
2008-04-17,4958.39990234375,4958.39990234375,4984.9501953125,4889.64990234375,4890.60009765625,0,1.0
2008-04-21,5037.0,5037.0,5053.39990234375,4955.89990234375,4955.89990234375,0,1.0
2008-04-22,5049.2998046875,5049.2998046875,5074.25,4994.0498046875,5037.0498046875,0,0.0
2008-04-23,5022.7998046875,5022.7998046875,5083.5,5003.5498046875,5044.35009765625,0,0.0
2008-04-24,4999.85009765625,4999.85009765625,5072.7001953125,4991.35009765625,5022.89990234375,0,1.0
2008-04-25,5111.7001953125,5111.7001953125,5117.7001953125,4999.14990234375,4999.14990234375,0,1.0
2008-04-28,5089.64990234375,5089.64990234375,5147.4501953125,5079.14990234375,5112.5,0,1.0
2008-04-29,5195.5,5195.5,5210.89990234375,5082.14990234375,5092.39990234375,0,0.0
2008-04-30,5165.89990234375,5165.89990234375,5230.75,5155.85009765625,5198.35009765625,0,0.0
2008-05-02,5228.2001953125,5228.2001953125,5298.85009765625,5197.60009765625,5265.2998046875,0,1.0
2008-05-05,5192.25,5192.25,5254.5,5182.60009765625,5227.25,0,1.0
2008-05-06,5144.64990234375,5144.64990234375,5206.5,5110.89990234375,5192.35009765625,0,0.0
2008-05-07,5135.5,5135.5,5159.0498046875,5101.25,5156.7001953125,0,1.0
2008-05-08,5081.7001953125,5081.7001953125,5143.0498046875,5062.4501953125,5135.7998046875,0,0.0
2008-05-09,4982.60009765625,4982.60009765625,5087.64990234375,4969.39990234375,5070.85009765625,0,1.0
2008-05-12,5012.64990234375,5012.64990234375,5021.75,4913.7998046875,4981.0,0,0.0
2008-05-13,4957.7998046875,4957.7998046875,5066.0,4943.75,5008.60009765625,0,1.0
2008-05-14,5011.75,5011.75,5026.10009765625,4932.0498046875,4958.4501953125,0,0.0
2008-05-15,5115.25,5115.25,5118.5498046875,4999.60009765625,5010.89990234375,0,1.0
2008-05-16,5157.7001953125,5157.7001953125,5167.39990234375,5106.39990234375,5115.64990234375,0,1.0
2008-05-20,5104.9501953125,5104.9501953125,5160.0498046875,5072.39990234375,5157.0,0,1.0
2008-05-21,5117.64990234375,5117.64990234375,5135.5498046875,5048.7001953125,5105.7001953125,0,0.0
2008-05-22,5025.4501953125,5025.4501953125,5118.89990234375,5010.7001953125,5117.0,0,0.0
2008-05-23,4946.5498046875,4946.5498046875,5059.0498046875,4940.7001953125,5026.5498046875,0,1.0
2008-05-27,4859.7998046875,4859.7998046875,4932.0,4846.2001953125,4877.14990234375,0,0.0
2008-05-28,4918.35009765625,4918.35009765625,4926.89990234375,4835.64990234375,4862.7001953125,0,1.0
2008-05-29,4835.2998046875,4835.2998046875,4957.39990234375,4801.89990234375,4926.2998046875,0,1.0
2008-05-30,4870.10009765625,4870.10009765625,4908.85009765625,4833.4501953125,4844.0498046875,0,1.0
2008-06-02,4739.60009765625,4739.60009765625,4908.7998046875,4713.0,4869.25,0,1.0
2008-06-03,4715.89990234375,4715.89990234375,4739.2998046875,4634.0,4739.2998046875,0,0.0
2008-06-04,4585.60009765625,4585.60009765625,4731.5,4564.5,4718.7001953125,0,0.0
2008-06-05,4676.9501953125,4676.9501953125,4690.60009765625,4536.25,4586.9501953125,0,0.0
2008-06-06,4627.7998046875,4627.7998046875,4746.2998046875,4614.25,4680.5498046875,0,1.0
2008-06-09,4500.9501953125,4500.9501953125,4626.4501953125,4411.60009765625,4626.4501953125,0,0.0
2008-06-10,4449.7998046875,4449.7998046875,4522.5498046875,4369.7998046875,4522.0,0,1.0
2008-06-11,4523.60009765625,4523.60009765625,4541.0498046875,4468.0498046875,4469.64990234375,0,0.0
2008-06-12,4539.35009765625,4539.35009765625,4550.0,4392.0,4524.39990234375,0,0.0
2008-06-13,4517.10009765625,4517.10009765625,4563.35009765625,4491.35009765625,4539.5,0,1.0
2008-06-16,4572.5,4572.5,4617.7001953125,4536.2998046875,4536.2998046875,0,1.0
2008-06-17,4653.0,4653.0,4664.0498046875,4561.75,4572.5,0,1.0
2008-06-18,4582.39990234375,4582.39990234375,4679.75,4569.89990234375,4652.7998046875,0,0.0
2008-06-19,4504.25,4504.25,4585.7001953125,4488.9501953125,4582.5498046875,0,0.0
2008-06-20,4347.5498046875,4347.5498046875,4532.0,4333.60009765625,4504.2001953125,0,1.0
2008-06-23,4266.39990234375,4266.39990234375,4351.14990234375,4225.5,4351.14990234375,0,0.0
2008-06-24,4191.10009765625,4191.10009765625,4305.89990234375,4156.10009765625,4271.0498046875,0,1.0
2008-06-25,4252.64990234375,4252.64990234375,4264.5498046875,4093.199951171875,4189.60009765625,0,0.0
2008-06-26,4315.85009765625,4315.85009765625,4324.75,4230.0,4252.60009765625,0,1.0
2008-06-27,4136.64990234375,4136.64990234375,4315.2998046875,4119.2001953125,4315.2998046875,0,0.0
2008-06-30,4040.550048828125,4040.550048828125,4163.0,4021.699951171875,4136.25,0,0.0
2008-07-01,3896.75,3896.75,4075.39990234375,3878.199951171875,4039.75,0,1.0
2008-07-02,4093.35009765625,4093.35009765625,4107.14990234375,3848.25,3895.300048828125,0,1.0
2008-07-03,3925.75,3925.75,4097.35009765625,3874.85009765625,4094.60009765625,0,0.0
2008-07-07,4030.0,4030.0,4114.5,4002.0,4002.0,0,1.0
2008-07-08,3988.550048828125,3988.550048828125,4028.699951171875,3896.050048828125,4028.699951171875,0,0.0
2008-07-09,4157.10009765625,4157.10009765625,4169.39990234375,3990.89990234375,3990.89990234375,0,1.0
2008-07-10,4162.2001953125,4162.2001953125,4187.9501953125,4110.39990234375,4155.64990234375,0,0.0
2008-07-11,4049.0,4049.0,4215.5,4014.449951171875,4166.0,0,1.0
2008-07-14,4039.699951171875,4039.699951171875,4118.10009765625,4004.25,4047.449951171875,0,0.0
2008-07-15,3861.10009765625,3861.10009765625,4040.699951171875,3835.5,4039.300048828125,0,0.0
2008-07-16,3816.699951171875,3816.699951171875,3920.050048828125,3790.199951171875,3861.550048828125,0,0.0
2008-07-17,3947.199951171875,3947.199951171875,3968.75,3823.14990234375,3823.14990234375,0,1.0
2008-07-18,4092.25,4092.25,4110.5498046875,3926.300048828125,3962.949951171875,0,1.0
2008-07-21,4159.5,4159.5,4168.14990234375,4072.75,4092.199951171875,0,1.0
2008-07-22,4240.10009765625,4240.10009765625,4262.4501953125,4137.9501953125,4158.4501953125,0,0.0
2008-07-23,4476.7998046875,4476.7998046875,4491.5498046875,4246.7001953125,4246.7001953125,0,1.0
2008-07-24,4433.5498046875,4433.5498046875,4539.4501953125,4385.85009765625,4476.2001953125,0,1.0
2008-07-25,4311.85009765625,4311.85009765625,4440.85009765625,4297.14990234375,4440.85009765625,0,0.0
2008-07-28,4332.10009765625,4332.10009765625,4352.64990234375,4282.25,4282.25,0,1.0
2008-07-29,4189.85009765625,4189.85009765625,4332.2001953125,4159.14990234375,4332.2001953125,0,0.0
2008-07-30,4313.5498046875,4313.5498046875,4327.0,4191.2001953125,4191.2001953125,0,1.0
2008-07-31,4332.9501953125,4332.9501953125,4342.0,4285.5498046875,4314.35009765625,0,1.0
2008-08-01,4413.5498046875,4413.5498046875,4422.9501953125,4235.7001953125,4331.60009765625,0,0.0
2008-08-04,4395.35009765625,4395.35009765625,4436.14990234375,4362.89990234375,4426.10009765625,0,0.0
2008-08-05,4502.85009765625,4502.85009765625,4515.14990234375,4376.0,4395.7998046875,0,0.0
2008-08-06,4517.5498046875,4517.5498046875,4615.89990234375,4503.89990234375,4506.25,0,1.0
2008-08-07,4523.85009765625,4523.85009765625,4580.14990234375,4493.7001953125,4515.25,0,1.0
2008-08-08,4529.5,4529.5,4546.35009765625,4464.0,4518.35009765625,0,0.0
2008-08-11,4620.39990234375,4620.39990234375,4625.2001953125,4529.35009765625,4529.35009765625,0,1.0
2008-08-12,4552.25,4552.25,4649.85009765625,4525.75,4620.9501953125,0,1.0
2008-08-13,4529.0498046875,4529.0498046875,4572.64990234375,4497.25,4548.0498046875,0,0.0
2008-08-14,4430.7001953125,4430.7001953125,4529.7998046875,4421.25,4524.2001953125,0,0.0
2008-08-18,4393.0498046875,4393.0498046875,4447.39990234375,4379.85009765625,4430.7001953125,0,1.0
2008-08-19,4368.25,4368.25,4393.7001953125,4316.5498046875,4393.10009765625,0,0.0
2008-08-20,4415.75,4415.75,4434.89990234375,4365.4501953125,4365.4501953125,0,0.0
2008-08-21,4283.85009765625,4283.85009765625,4418.5498046875,4271.2998046875,4416.2001953125,0,1.0
2008-08-22,4327.4501953125,4327.4501953125,4337.0,4248.0,4283.85009765625,0,1.0
2008-08-25,4335.35009765625,4335.35009765625,4398.7998046875,4317.9501953125,4317.9501953125,0,1.0
2008-08-26,4337.5,4337.5,4345.0498046875,4283.2998046875,4335.2001953125,0,0.0
2008-08-27,4292.10009765625,4292.10009765625,4364.25,4282.64990234375,4336.85009765625,0,1.0
2008-08-28,4214.0,4214.0,4304.5,4201.85009765625,4290.75,0,1.0
2008-08-29,4360.0,4360.0,4368.7998046875,4230.60009765625,4230.60009765625,0,1.0
2008-09-02,4504.0,4504.0,4522.39990234375,4343.10009765625,4358.85009765625,0,0.0
2008-09-04,4447.75,4447.75,4514.60009765625,4419.4501953125,4512.9501953125,0,0.0
2008-09-05,4352.2998046875,4352.2998046875,4444.7001953125,4328.89990234375,4444.7001953125,0,0.0
2008-09-08,4482.2998046875,4482.2998046875,4558.0,4358.2998046875,4358.2998046875,0,1.0
2008-09-09,4468.7001953125,4468.7001953125,4497.5,4418.9501953125,4485.14990234375,0,1.0
2008-09-10,4400.25,4400.25,4467.5,4382.35009765625,4467.5,0,0.0
2008-09-11,4290.2998046875,4290.2998046875,4399.2998046875,4272.75,4397.25,0,1.0
2008-09-12,4228.4501953125,4228.4501953125,4323.89990234375,4200.14990234375,4291.60009765625,0,1.0
2008-09-15,4072.89990234375,4072.89990234375,4237.25,3955.39990234375,4231.9501953125,0,1.0
2008-09-16,4074.89990234375,4074.89990234375,4090.10009765625,3919.35009765625,4072.550048828125,0,0.0
2008-09-17,4008.25,4008.25,4116.7001953125,3974.60009765625,4074.800048828125,0,1.0
2008-09-18,4038.14990234375,4038.14990234375,4050.10009765625,3799.550048828125,4005.25,0,0.0
2008-09-19,4245.25,4245.25,4262.64990234375,4040.800048828125,4040.800048828125,0,1.0
2008-09-22,4223.0498046875,4223.0498046875,4303.25,4202.39990234375,4248.9501953125,0,1.0
2008-09-23,4126.89990234375,4126.89990234375,4224.7001953125,4117.89990234375,4223.89990234375,0,0.0
2008-09-24,4161.25,4161.25,4207.9501953125,4115.85009765625,4125.75,0,0.0
2008-09-25,4110.5498046875,4110.5498046875,4172.60009765625,4077.5,4162.14990234375,0,0.0
2008-09-26,3985.25,3985.25,4110.7001953125,3970.35009765625,4108.75,0,1.0
2008-09-29,3850.050048828125,3850.050048828125,3997.550048828125,3777.300048828125,3990.199951171875,0,1.0
2008-09-30,3921.199951171875,3921.199951171875,3966.85009765625,3715.050048828125,3848.699951171875,0,0.0
2008-10-01,3950.75,3950.75,4000.5,3861.25,3921.85009765625,0,1.0
2008-10-03,3818.300048828125,3818.300048828125,3969.550048828125,3804.85009765625,3953.550048828125,0,0.0
2008-10-06,3602.35009765625,3602.35009765625,3820.85009765625,3581.60009765625,3817.300048828125,0,0.0
2008-10-07,3606.60009765625,3606.60009765625,3732.64990234375,3537.0,3606.949951171875,0,0.0
2008-10-08,3513.64990234375,3513.64990234375,3604.39990234375,3329.449951171875,3604.39990234375,0,0.0
2008-10-10,3279.949951171875,3279.949951171875,3502.050048828125,3198.949951171875,3502.050048828125,0,0.0
2008-10-13,3490.699951171875,3490.699951171875,3510.199951171875,3272.89990234375,3272.89990234375,0,0.0
2008-10-14,3518.64990234375,3518.64990234375,3648.25,3491.5,3494.10009765625,0,1.0
2008-10-15,3338.39990234375,3338.39990234375,3518.5,3324.550048828125,3517.89990234375,0,0.0
2008-10-16,3269.300048828125,3269.300048828125,3333.85009765625,3099.89990234375,3333.85009765625,0,0.0
2008-10-17,3074.35009765625,3074.35009765625,3335.949951171875,3046.60009765625,3269.050048828125,0,1.0
2008-10-20,3122.800048828125,3122.800048828125,3238.39990234375,3058.949951171875,3108.199951171875,0,0.0
2008-10-21,3234.89990234375,3234.89990234375,3254.85009765625,3117.35009765625,3125.39990234375,0,1.0
2008-10-22,3065.14990234375,3065.14990234375,3235.75,3051.800048828125,3234.699951171875,0,0.0
2008-10-23,2943.14990234375,2943.14990234375,3085.10009765625,2917.14990234375,3064.800048828125,0,0.0
2008-10-24,2584.0,2584.0,2936.25,2525.050048828125,2936.25,0,1.0
2008-10-27,2524.199951171875,2524.199951171875,2585.300048828125,2252.75,2583.75,0,0.0
2008-10-29,2697.050048828125,2697.050048828125,2781.25,2631.89990234375,2685.300048828125,0,1.0
2008-10-31,2885.60009765625,2885.60009765625,2921.35009765625,2696.300048828125,2696.300048828125,0,1.0
2008-11-03,3043.85009765625,3043.85009765625,3062.050048828125,2885.39990234375,2885.39990234375,0,1.0
2008-11-04,3142.10009765625,3142.10009765625,3152.300048828125,2985.0,3050.25,0,0.0
2008-11-05,2994.949951171875,2994.949951171875,3240.550048828125,2971.0,3155.75,0,1.0
2008-11-06,2892.64990234375,2892.64990234375,3007.800048828125,2860.25,2998.449951171875,0,0.0
2008-11-07,2973.0,2973.0,3010.0,2860.10009765625,2893.25,0,0.0
2008-11-10,3148.25,3148.25,3161.25,2973.300048828125,2973.300048828125,0,1.0
2008-11-11,2938.64990234375,2938.64990234375,3147.199951171875,2919.449951171875,3147.199951171875,0,0.0
2008-11-12,2848.449951171875,2848.449951171875,2975.199951171875,2794.949951171875,2937.89990234375,0,0.0
